zaman_ms,irtifa_m,basinc_hPa,ivme_x_g,ivme_y_g,ivme_z_g,sicaklik_C,durum
135000,495.33,853.07,-0.066,-0.081,0.99,16.14,6
135100,494.67,853.34,-0.055,-0.038,1.082,15.83,6
135200,493.46,853.25,0.104,-0.103,1.16,15.76,6
135300,492.35,853.37,-0.031,0.029,1.059,15.71,6
135400,491.78,853.26,-0.04,-0.06,1.049,15.89,6
135500,492.21,853.44,0.045,0.015,0.961,15.67,6
135600,491.63,853.52,-0.072,-0.059,0.937,15.73,6
135700,490.28,853.55,-0.089,0.077,0.911,15.95,6
135800,490.08,853.66,-0.066,-0.017,0.831,15.83,6
135900,488.22,853.72,0.072,0.087,1.009,15.84,6
136000,488.68,853.82,-0.034,-0.077,0.943,15.85,6
136100,488.77,853.8,-0.009,0.036,1.032,15.82,6
136200,487.97,853.78,0.013,0.063,0.951,15.9,6
136300,487.33,853.96,0.021,-0.005,0.99,15.96,6
136400,485.63,853.98,-0.087,-0.034,0.977,15.74,6
136500,485.26,854.09,0.035,-0.01,1.138,16.08,6
136600,484.3,854.2,-0.023,-0.063,1.089,15.87,6
136700,484.66,854.23,-0.046,0.024,0.917,15.83,6
136800,483.78,854.3,0.006,-0.003,1.169,15.83,6
136900,483.77,854.35,-0.084,-0.054,1.068,15.92,6
137000,482.85,854.38,-0.121,-0.014,0.914,15.68,6
137100,481.45,854.45,0.04,0.025,0.894,15.66,6
137200,480.4,854.65,0.021,-0.019,0.891,15.71,6
137300,480.82,854.63,-0.029,0.069,0.946,15.76,6
137400,480.86,854.7,-0.059,-0.002,0.911,15.94,6
137500,479.89,854.68,0.081,0.019,1.2,16.05,6
137600,478.52,854.89,-0.013,-0.035,1.001,15.82,6
137700,478.27,854.94,-0.017,-0.019,1.006,15.92,6
137800,476.55,854.95,-0.067,-0.008,0.889,15.96,6
137900,477.3,855.04,0.057,0.005,0.874,16.02,6
138000,476.77,855.01,0.018,0.011,1.078,15.83,6
138100,475.39,855.23,0.039,0.037,0.897,15.91,6
138200,473.71,855.27,-0.033,-0.019,0.908,16.12,6
138300,474.42,855.4,0.075,0.091,1.025,15.98,6
138400,473.46,855.32,-0.011,0.025,0.709,15.94,6
138500,472.98,855.43,-0.054,0.085,1.028,15.98,6
138600,471.0,855.46,0.043,0.007,1.164,16.06,6
138700,471.13,855.56,-0.058,0.012,0.915,15.6,6
138800,469.88,855.64,-0.003,-0.052,1.024,15.73,6
138900,470.49,855.73,-0.024,-0.082,1.017,15.79,6
139000,469.09,855.68,0.017,-0.064,1.064,16.14,6
139100,468.59,855.77,-0.021,0.006,1.144,15.82,6
139200,467.67,855.87,-0.035,-0.029,1.171,16.12,6
139300,467.83,855.92,-0.09,0.02,1.074,15.93,6
139400,465.84,855.96,-0.002,-0.008,0.962,15.91,6
139500,466.19,856.13,0.045,0.023,0.942,15.69,6
139600,465.78,856.18,-0.055,0.041,1.105,16.03,6
139700,464.41,856.22,0.038,0.076,0.913,16.06,6
139800,465.17,856.27,0.062,-0.004,1.073,15.99,6
139900,463.22,856.43,-0.039,0.058,1.055,16.13,6
140000,462.66,856.49,0.013,-0.088,0.907,16.22,6
140100,461.81,856.5,0.077,0.068,1.003,16.16,6
140200,460.55,856.56,-0.051,0.057,0.841,15.8,6
140300,459.78,856.66,0.03,0.018,1.191,15.92,6
140400,460.66,856.67,-0.02,-0.081,0.864,15.97,6
140500,460.18,856.7,-0.013,0.012,0.869,16.33,6
140600,459.15,856.85,0.021,-0.13,0.957,15.99,6
140700,458.43,856.93,0.008,0.024,0.921,15.84,6
140800,457.1,856.96,0.014,-0.061,1.16,16.08,6
140900,456.94,857.06,-0.076,0.031,1.056,16.0,6
141000,455.62,857.09,-0.041,0.058,0.848,15.98,6
141100,456.1,857.21,0.026,0.035,0.907,16.03,6
141200,455.15,857.23,-0.015,0.059,1.0,16.11,6
141300,453.09,857.35,-0.051,0.054,1.099,16.13,6
141400,453.52,857.41,0.036,0.046,0.912,15.93,6
141500,452.93,857.49,0.071,-0.039,1.048,16.05,6
141600,453.2,857.56,-0.041,0.04,1.072,16.11,6
141700,452.42,857.53,0.071,-0.004,1.046,15.94,6
141800,451.2,857.62,-0.086,0.039,0.978,16.03,6
141900,450.22,857.66,0.036,-0.071,1.033,16.04,6
142000,449.47,857.73,0.043,0.067,0.987,16.17,6
142100,449.94,857.92,0.008,0.007,1.026,16.2,6
142200,448.48,857.86,-0.021,-0.094,0.941,16.03,6
142300,448.16,857.98,-0.031,-0.01,0.924,16.26,6
142400,447.28,858.08,0.074,0.049,1.047,16.13,6
142500,446.63,858.1,-0.019,0.006,0.977,16.24,6
142600,446.52,858.22,-0.075,0.015,0.98,16.04,6
142700,446.12,858.25,0.006,0.025,0.846,16.11,6
142800,444.43,858.18,-0.102,-0.021,0.94,15.94,6
142900,444.09,858.42,0.038,0.028,0.949,16.03,6
143000,444.91,858.4,0.037,0.018,0.959,16.05,6
143100,443.03,858.43,0.031,-0.02,0.901,16.36,6
143200,441.51,858.5,0.001,0.069,1.149,16.22,6
143300,440.54,858.65,-0.079,-0.051,0.981,16.01,6
143400,440.73,858.72,0.005,0.113,1.071,16.18,6
143500,440.21,858.75,0.013,0.021,1.031,16.04,6
143600,439.11,858.79,-0.047,0.016,1.028,16.06,6
143700,437.34,858.81,0.024,-0.01,1.092,16.27,6
143800,438.2,858.98,-0.05,-0.047,0.92,16.27,6
143900,437.65,859.05,-0.009,-0.059,1.047,15.93,6
144000,436.9,859.04,0.038,-0.0,1.095,16.36,6
144100,435.68,859.2,0.056,0.076,1.063,16.22,6
144200,435.91,859.2,-0.05,0.032,0.835,16.47,6
144300,435.47,859.25,-0.004,0.16,1.011,16.27,6
144400,435.0,859.43,0.01,-0.012,1.068,16.4,6
144500,433.31,,0.0,0.014,1.094,16.33,6
144600,433.18,859.47,-0.018,-0.027,1.0,15.96,6
144700,432.67,859.58,0.01,0.031,1.116,16.45,6
144800,431.05,859.68,0.028,0.016,0.826,16.27,6
144900,431.46,859.72,0.031,-0.034,0.984,16.4,6
145000,431.15,859.78,0.035,0.011,0.968,16.13,6
145100,429.53,859.88,-0.015,-0.058,0.96,16.29,6
145200,428.27,859.9,-0.115,0.035,1.117,16.38,6
145300,428.4,859.89,0.057,0.027,1.056,15.78,6
145400,427.47,860.04,-0.027,-0.028,0.886,16.33,6
145500,426.66,860.08,-0.005,0.035,1.005,16.66,6
145600,425.74,860.16,-0.0,0.048,0.969,16.25,6
145700,425.34,860.26,0.065,-0.088,0.898,16.28,6
145800,424.75,860.31,-0.08,-0.031,1.104,15.93,6
145900,424.83,860.43,0.11,0.077,0.991,16.08,6
146000,424.33,860.39,-0.032,0.074,1.16,16.3,6
146100,422.8,860.55,-0.008,-0.092,0.83,16.21,6
146200,422.17,860.57,0.003,0.072,0.979,16.42,6
146300,422.14,860.61,0.09,-0.04,0.929,16.36,6
146400,420.5,860.67,0.097,0.024,1.007,16.41,6
146500,419.47,860.79,-0.076,0.072,1.087,16.2,6
146600,419.03,860.76,-0.003,0.066,0.927,16.31,6
146700,419.44,860.95,0.045,0.019,1.004,16.38,6
146800,419.21,861.0,-0.07,-0.017,1.051,16.29,6
146900,417.52,861.04,0.023,-0.006,1.056,16.18,6
147000,417.64,861.1,-0.025,-0.009,1.07,16.37,6
147100,416.72,861.23,0.004,0.09,1.223,16.24,6
147200,417.05,861.23,0.009,0.081,1.037,16.1,6
147300,415.15,861.3,0.038,-0.021,0.949,16.15,6
147400,415.23,861.47,-0.108,-0.065,1.011,16.23,6
147500,413.64,861.49,0.024,0.008,0.9,16.62,6
147600,413.48,861.52,0.072,-0.028,1.051,16.44,6
147700,413.09,861.55,0.053,0.001,0.969,16.5,6
147800,412.0,861.6,-0.013,0.039,1.0,16.22,6
147900,411.41,861.83,-0.073,0.025,1.112,16.29,6
148000,410.7,861.73,-0.027,0.015,0.849,16.55,6
148100,410.79,861.83,-0.034,-0.037,1.077,16.42,6
148200,410.55,861.83,0.087,0.072,1.042,16.37,6
148300,409.18,862.02,0.091,-0.001,1.075,15.99,6
148400,407.71,861.92,0.09,0.041,0.943,16.27,6
148500,406.54,862.06,0.005,-0.015,1.084,16.27,6
148600,406.47,862.12,0.035,0.078,1.169,16.29,6
148700,407.12,862.26,0.04,-0.081,0.989,16.25,6
148800,405.42,862.33,-0.019,-0.043,1.02,16.6,6
148900,404.72,862.35,-0.002,0.027,0.99,16.33,6
149000,404.47,862.43,0.019,-0.006,0.975,16.45,6
149100,404.23,862.57,0.024,-0.021,,16.41,6
149200,403.51,862.53,0.04,0.005,0.987,16.3,6
149300,402.1,862.65,0.047,-0.026,0.965,16.33,6
149400,401.21,862.66,0.003,-0.009,0.972,16.42,6
149500,401.06,862.77,0.084,0.026,1.008,16.44,6
149600,401.05,862.76,0.036,-0.01,0.984,16.46,6
149700,399.05,862.89,0.026,-0.017,1.064,16.77,6
149800,398.58,862.96,-0.022,0.011,0.891,16.41,6
149900,398.37,863.1,-0.018,-0.044,0.981,16.37,6
150000,397.78,863.13,-0.014,-0.001,1.035,16.31,6
150100,396.7,863.22,0.013,-0.011,1.194,16.56,6
150200,395.75,863.37,0.03,-0.041,1.185,16.56,6
150300,397.34,863.32,0.046,-0.014,0.931,16.59,6
150400,396.91,863.47,0.028,0.054,1.113,16.52,6
150500,394.05,863.44,-0.022,0.038,1.015,16.34,6
150600,394.95,863.49,-0.002,0.031,1.089,16.59,6
150700,392.56,863.53,0.031,0.095,1.096,16.24,6
150800,392.74,863.68,0.013,0.062,0.939,16.28,6
150900,390.74,863.66,-0.081,-0.076,1.168,16.48,6
151000,392.02,863.78,0.006,0.063,0.825,16.45,6
151100,390.62,863.88,-0.005,-0.007,0.917,16.36,6
151200,389.95,863.9,-0.017,-0.022,0.996,16.56,6
151300,389.92,864.04,0.005,0.033,0.897,16.24,6
151400,389.26,864.13,0.022,-0.034,0.94,16.56,6
151500,388.4,864.13,-0.023,-0.096,0.922,16.44,6
151600,387.29,864.21,0.028,-0.081,0.906,16.5,6
151700,386.59,864.15,-0.077,0.069,1.09,16.53,6
151800,385.59,864.28,0.043,-0.058,1.044,16.26,6
151900,385.77,864.37,-0.069,0.062,1.042,16.33,6
152000,384.29,864.47,-0.058,0.078,1.043,16.8,6
152100,383.81,864.45,0.021,0.016,1.013,16.54,6
152200,382.32,864.58,0.037,0.081,1.019,16.59,6
152300,382.63,864.52,0.042,0.03,0.997,16.46,6
152400,382.41,864.7,-0.019,-0.003,1.059,16.22,6
152500,381.32,864.85,0.112,-0.119,1.055,16.44,6
152600,380.46,864.88,0.022,0.125,0.912,16.38,6
152700,379.78,864.94,-0.112,-0.056,0.837,16.36,6
152800,379.56,865.0,-0.032,-0.043,-41.0,16.48,6
152900,378.84,865.09,0.063,0.065,0.917,16.61,6
153000,377.88,865.22,-0.01,0.042,1.033,16.34,6
153100,377.28,865.13,-0.043,0.01,1.101,16.6,6
153200,376.93,865.25,-0.055,-0.053,1.041,16.51,6
153300,375.87,865.28,0.069,-0.014,0.867,16.58,6
153400,376.24,865.29,0.023,0.008,0.96,16.76,6
153500,374.32,865.39,-0.025,-0.03,0.879,16.71,6
153600,374.4,865.46,0.049,0.004,0.968,16.71,6
153700,374.34,865.61,0.073,-0.048,1.022,16.42,6
153800,372.81,865.67,-0.023,0.033,1.06,16.77,6
153900,372.11,865.74,-0.08,-0.018,1.049,16.59,6
154000,371.62,865.83,0.007,-0.023,0.938,16.58,6
154100,370.78,865.93,-0.072,0.027,1.051,16.41,6
154200,371.27,866.05,-0.007,0.006,1.008,16.54,6
154300,370.14,865.86,-0.1,0.124,1.077,16.62,6
154400,368.73,866.1,-0.076,-0.053,1.063,16.53,6
154500,367.77,866.12,-0.064,0.063,1.151,16.82,6
154600,367.98,866.19,-0.026,0.049,0.838,16.67,6
154700,368.07,866.18,-0.028,-0.029,1.055,16.66,6
154800,367.27,866.41,-0.053,0.007,1.035,16.34,6
154900,365.27,866.42,-0.082,-0.043,0.887,16.56,6
155000,365.97,866.4,-0.016,0.047,0.918,16.82,6
155100,365.21,866.51,0.014,0.064,0.871,16.58,6
155200,364.05,866.55,0.078,-0.112,1.01,16.75,6
155300,363.5,866.66,-0.006,0.003,0.977,16.92,6
155400,362.94,866.8,-0.029,0.063,0.748,16.82,6
155500,361.87,866.81,0.06,-0.022,0.933,16.4,6
155600,361.17,866.83,0.023,-0.036,0.939,16.53,6
155700,360.55,866.96,0.001,0.043,0.973,16.72,6
155800,360.53,867.06,0.084,-0.002,1.021,16.6,6
155900,359.46,867.11,0.065,0.005,0.895,16.53,6
156000,358.27,867.15,0.038,-0.022,1.17,16.37,6
156100,358.61,867.05,-0.098,0.014,0.894,16.56,6
156200,356.35,867.34,0.003,-0.005,0.993,16.76,6
156300,356.58,867.43,-0.064,-0.039,0.807,16.42,6
156400,356.56,867.41,-0.027,-0.002,1.018,16.52,6
156500,354.84,867.45,0.05,0.002,1.102,16.46,6
156600,355.64,867.55,0.05,-0.008,0.976,16.67,6
156700,354.59,867.63,-0.008,0.055,1.067,16.55,6
156800,353.96,867.62,-0.024,-0.025,0.889,16.94,6
156900,352.49,867.68,-0.05,0.022,0.996,16.67,6
157000,351.45,867.85,0.027,0.034,0.949,16.63,6
157100,351.98,867.89,0.03,-0.038,1.007,16.62,6
157200,350.03,867.89,0.002,-0.026,0.878,16.62,6
157300,350.8,868.02,0.009,-0.016,0.989,16.71,6
157400,349.25,868.07,-0.085,0.016,0.898,16.55,6
157500,348.9,868.21,-0.018,0.072,1.019,16.83,6
157600,348.44,868.19,-0.0,-0.007,1.066,16.89,6
157700,347.83,868.34,0.04,0.02,0.948,16.55,6
157800,347.4,868.37,-0.004,-0.035,0.87,16.89,6
157900,347.52,868.4,0.013,0.041,1.034,16.62,6
158000,346.13,868.48,-0.036,0.015,0.857,16.9,6
158100,345.18,868.59,0.04,0.083,0.894,16.53,6
158200,344.44,868.61,-0.045,0.045,1.076,16.92,6
158300,344.97,868.69,0.071,-0.067,1.003,16.7,6
158400,344.31,868.79,0.009,0.01,0.837,17.0,6
158500,342.43,868.84,-0.001,0.025,1.117,16.82,6
158600,342.51,868.93,-0.011,-0.003,1.073,16.87,6
158700,342.03,868.97,-0.042,0.038,0.947,16.9,6
158800,340.34,869.01,-0.076,-0.092,0.976,16.86,6
158900,340.52,869.06,0.021,-0.011,0.903,16.61,6
159000,339.23,869.09,-0.026,-0.06,1.065,16.98,6
159100,338.94,869.23,0.039,0.033,1.098,16.62,6
159100,338.94,869.23,0.039,0.033,1.098,16.62,6
159200,338.7,869.25,0.003,-0.025,1.005,16.74,6
159300,336.97,869.38,0.023,-0.023,0.947,16.53,6
159400,336.7,869.42,-0.138,0.026,1.04,16.96,6
159500,334.93,869.55,0.004,-0.118,0.985,16.67,6
159600,336.63,869.53,-0.071,-0.006,0.783,16.7,6
159700,334.84,869.74,0.007,-0.036,1.079,16.84,6
159800,333.98,869.79,0.041,0.001,1.0,16.68,6
159900,332.97,869.78,-0.032,-0.006,0.952,16.45,6
160000,332.54,869.83,0.007,0.01,0.928,16.8,6
160100,331.5,869.86,0.036,-0.005,1.115,16.86,6
160200,330.9,869.97,0.024,-0.026,1.066,16.65,6
160300,331.48,870.08,-0.03,0.045,0.884,16.96,6
160400,329.62,870.03,0.013,-0.05,1.053,16.96,6
160500,329.14,870.28,0.061,0.025,0.928,16.93,6
160600,328.64,870.32,-0.043,-0.066,0.822,16.61,6
160700,327.88,870.35,0.052,-0.068,0.997,17.23,6
160800,327.96,870.42,-0.024,-0.073,0.955,16.58,6
160900,326.55,870.48,-0.025,-0.01,1.02,16.73,6
161000,325.4,870.54,0.047,0.059,0.906,16.85,6
161100,325.57,870.63,0.032,0.007,1.048,17.0,6
161200,324.6,870.66,0.001,-0.04,1.0,16.59,6
161300,324.89,870.77,0.047,-0.001,1.035,17.28,6
161400,323.74,870.79,-0.005,0.003,1.228,17.0,6
161500,322.84,870.86,-0.055,-0.025,0.944,16.81,6
161600,323.28,870.91,0.039,-0.047,0.884,16.88,6
161700,322.03,870.96,0.048,0.076,0.945,16.8,6
161800,322.0,871.04,0.035,0.052,1.026,16.72,6
161900,321.34,871.08,0.048,-0.006,1.069,17.11,6
162000,318.72,871.17,-0.03,0.036,0.938,16.77,6
162100,319.85,871.22,0.023,-0.068,1.065,16.61,6
162200,318.76,871.29,-0.03,-0.001,1.031,16.84,6
162300,316.56,871.45,0.011,0.066,0.95,16.84,6
162400,317.1,871.52,0.028,-0.018,0.98,16.96,6
162500,316.56,871.53,-0.008,-0.006,1.169,17.05,6
162600,314.71,871.73,-0.041,-0.001,0.948,17.04,6
162700,315.07,871.75,-0.043,0.075,1.061,17.17,6
162800,314.85,871.82,-0.027,0.069,1.106,17.07,6
162900,314.33,871.92,0.033,-0.107,1.011,16.85,6
163000,312.34,871.88,0.008,0.007,0.937,16.97,6
163100,312.08,871.94,-0.012,-0.005,0.95,16.81,6
163200,311.84,871.99,-0.029,-0.098,1.017,17.06,6
163300,311.85,872.16,-0.098,-0.028,1.004,17.04,6
163400,311.06,872.13,-0.033,0.066,1.065,17.17,6
163500,309.79,872.27,-0.006,-0.008,1.279,16.73,6
163600,309.66,872.34,0.05,-0.052,1.035,17.01,6
163700,309.31,872.39,-0.009,0.033,1.131,17.02,6
163800,307.5,872.37,-0.037,0.007,1.103,17.08,6
163900,307.48,872.48,-0.038,0.017,1.016,17.02,6
164000,306.24,872.52,0.183,0.069,1.022,16.94,6
164100,306.72,872.64,-0.042,-0.008,1.065,16.91,6
164200,304.47,872.62,0.037,-0.033,1.071,16.73,6
164300,305.26,872.87,-0.086,-0.028,1.112,17.04,6
164400,304.64,872.81,0.002,-0.005,1.069,17.0,6
164500,303.67,872.88,-0.037,0.012,1.04,17.09,6
164600,302.79,872.99,0.014,-0.04,1.163,17.19,6
164700,302.32,872.97,-0.002,-0.009,0.973,16.84,6
164800,301.02,873.04,-0.025,0.025,0.95,16.93,6
164900,301.05,873.11,0.058,-0.066,1.072,16.85,6
165000,299.78,873.23,-0.008,-0.021,1.086,17.13,6
165100,299.25,873.21,0.056,0.001,1.118,17.23,6
165200,298.52,873.41,0.055,-0.059,1.025,16.91,6
165300,299.41,873.48,0.025,0.017,1.081,17.13,6
165400,298.18,873.53,-0.002,-0.06,1.11,17.5,6
165500,296.59,873.52,-0.01,0.077,0.926,17.29,6
165600,296.33,873.74,0.071,-0.051,1.033,16.99,6
165700,296.09,873.65,0.026,0.058,0.894,17.23,6
165800,295.4,873.79,0.016,-0.001,0.953,17.15,6
165900,295.03,873.92,-0.047,-0.113,0.965,17.27,6
166000,295.05,873.88,0.075,0.06,0.982,17.1,6
166100,292.91,874.03,0.044,0.008,1.162,17.04,6
166200,292.01,874.07,-0.114,0.058,1.101,17.13,6
166300,292.07,874.11,0.074,0.054,0.954,16.8,6
166400,291.38,874.16,0.038,-0.105,1.099,17.22,6
166500,289.76,874.23,-0.002,-0.003,0.981,17.2,6
166600,290.24,874.34,0.071,0.042,1.071,17.21,6
166700,289.22,874.33,-0.042,0.01,1.028,17.02,6
166800,289.07,874.41,0.108,0.074,0.946,17.11,6
166900,288.28,874.5,-0.021,-0.05,1.059,17.03,6
167000,288.52,874.6,-0.041,0.029,0.963,17.16,6
167100,286.28,874.67,-0.005,0.003,1.001,17.11,6
167200,287.88,874.87,0.001,0.033,0.924,16.97,6
167300,287.3,874.8,-0.097,0.01,0.977,17.43,6
167400,284.25,874.81,-0.057,0.019,0.952,17.01,6
167500,284.91,874.95,-0.012,0.003,1.034,17.22,6
167600,284.07,874.99,-0.043,0.003,1.115,17.14,6
167700,282.84,875.06,0.002,0.011,0.957,17.0,6
167800,282.67,875.14,-0.038,-0.05,0.821,17.35,6
167900,281.33,875.12,-0.013,0.012,1.019,17.21,6
168000,279.75,875.26,0.048,-0.056,0.925,17.0,6
168100,279.82,875.28,0.013,-0.065,1.13,17.18,6
168200,279.27,875.38,-0.094,0.043,1.097,17.07,6
168300,278.07,875.54,-0.046,0.055,1.066,17.04,6
168400,278.23,875.58,-0.032,-0.015,1.052,16.98,6
168500,277.22,875.6,-0.023,-0.026,0.961,16.9,6
168600,276.62,875.69,-0.035,-0.039,0.877,17.22,6
168700,276.79,875.76,-0.071,-0.018,0.947,17.15,6
168800,275.29,875.83,-0.132,0.028,0.98,17.06,6
168900,275.56,875.84,0.017,-0.021,1.05,16.98,6
169000,274.26,875.97,0.004,-0.027,1.177,17.14,6
169100,274.41,875.99,0.03,0.032,1.066,17.44,6
169100,274.41,875.99,0.03,0.032,1.066,17.44,6
169200,272.65,876.1,-0.086,-0.031,1.09,17.21,6
169300,272.13,876.11,-0.041,0.124,0.989,17.21,6
169400,271.29,876.2,0.041,-0.102,0.918,17.4,6
169500,271.9,876.27,-0.093,0.027,0.833,17.24,6
169600,270.61,876.34,0.056,-0.04,1.078,17.11,6
169700,269.28,876.37,-0.045,-0.085,0.988,17.0,6
169800,269.99,876.48,0.06,-0.05,1.012,17.18,6
169900,269.64,876.54,-0.044,0.053,1.105,17.31,6
170000,268.34,876.66,-0.09,0.079,1.192,17.13,6
170100,267.22,876.69,0.007,0.029,0.949,17.42,6
170200,266.97,876.8,0.025,0.031,0.938,17.19,6
170300,265.11,876.91,-0.067,0.021,0.949,17.37,6
170400,266.67,876.93,0.026,-0.021,0.94,17.13,6
170500,264.0,876.99,-0.027,0.008,1.023,17.28,6
170600,263.95,877.01,-0.042,-0.026,0.917,17.06,6
170700,261.47,877.18,0.052,0.027,0.97,17.26,6
170800,262.41,877.14,-0.03,0.057,1.103,17.42,6
170900,263.25,877.17,-0.038,-0.029,1.057,17.33,6
171000,261.42,877.29,0.023,0.022,1.074,17.38,6
171100,260.27,877.39,-0.041,0.038,1.108,17.42,6
171200,259.65,877.43,0.036,0.026,0.992,17.21,6
171300,259.63,877.54,-0.057,0.015,0.778,17.2,6
171400,259.14,877.52,-0.03,0.027,1.159,17.25,6
171500,258.33,877.62,-0.042,-0.001,0.966,17.58,6
171600,256.74,877.66,0.019,0.028,0.963,17.27,6
171700,257.33,877.83,-0.003,-0.113,1.004,17.34,6
171800,256.42,877.84,-0.065,-0.11,0.914,17.2,6
171900,255.81,877.97,-0.051,0.048,1.028,17.17,6
172000,255.32,878.05,-0.051,-0.063,1.104,17.18,6
172100,255.18,878.03,-0.02,-0.009,1.019,17.55,6
172200,253.5,878.15,0.03,0.01,0.931,17.48,6
172300,252.51,878.17,-0.043,-0.07,0.982,17.33,6
172400,251.55,878.33,-0.142,-0.043,1.048,17.52,6
172500,251.86,878.45,0.013,-0.037,0.888,17.42,6
172600,250.54,878.39,-0.038,0.021,0.919,17.47,6
172700,250.58,878.46,-0.025,-0.002,1.127,17.51,6
172800,249.55,878.59,0.014,-0.043,1.227,17.4,6
172900,248.79,878.54,0.009,0.039,0.99,17.21,6
173000,249.98,878.65,-0.012,0.054,0.904,17.48,6
173100,247.95,878.8,0.055,-0.078,0.928,17.41,6
173200,247.25,878.83,0.052,0.029,1.001,17.58,6
173300,245.32,878.9,0.073,0.009,1.009,17.43,6
173400,245.67,879.04,-0.016,0.119,0.957,17.24,6
173500,244.75,879.09,-0.019,0.002,1.092,17.68,6
173600,244.63,879.06,-0.12,0.018,1.082,17.44,6
173700,244.73,879.13,0.025,-0.026,1.094,17.28,6
173800,242.8,879.23,0.028,0.06,1.123,17.34,6
173900,241.64,879.27,-0.034,-0.023,1.118,17.5,6
174000,241.32,879.49,0.039,0.056,0.993,17.42,6
174100,241.14,879.47,0.046,0.058,1.002,17.56,6
174200,240.21,879.46,0.078,0.051,0.911,17.58,6
174300,239.3,879.49,-0.016,-0.055,1.064,17.76,6
174400,239.02,879.57,0.055,-0.062,0.972,17.63,6
174500,237.95,879.71,-0.01,0.017,0.992,17.38,6
174600,237.48,879.78,-0.031,0.024,1.09,17.45,6
174700,237.29,879.83,-0.034,0.007,1.085,17.44,6
174800,237.42,879.83,0.022,-0.092,0.898,17.87,6
174900,236.63,879.97,0.014,-0.006,1.087,17.6,6
175000,234.99,879.96,0.015,0.025,0.967,17.49,6
175100,233.76,880.01,-0.003,0.051,0.984,17.21,6
175200,234.17,880.15,0.038,-0.024,1.064,17.5,6
175300,233.08,880.22,0.0,0.055,0.939,17.4,6
175400,233.07,880.27,0.029,-0.051,1.076,17.69,6
175500,232.33,880.41,-0.057,0.023,0.878,17.51,6
175600,231.11,880.43,0.018,0.062,1.048,17.67,6
175700,231.06,880.54,0.08,-0.045,1.058,17.65,6
175800,230.93,880.57,0.006,0.059,1.171,17.48,6
175900,230.15,880.7,0.027,0.01,1.062,17.65,6
176000,228.2,880.68,-0.033,-0.062,0.914,17.45,6
176100,228.31,880.87,-0.025,-0.044,0.994,17.3,6
176200,227.14,880.91,0.077,0.012,0.867,17.41,6
176300,227.11,880.97,0.071,-0.003,0.964,17.41,6
176400,226.41,880.98,-0.011,0.024,0.813,17.48,6
176500,225.11,880.98,0.003,0.003,1.001,17.87,6
176600,224.05,881.07,0.073,-0.074,0.831,17.41,6
176700,223.86,881.2,0.078,-0.014,1.002,17.55,6
176800,223.57,881.29,0.037,0.012,1.191,17.42,6
176900,222.62,881.31,0.103,0.013,1.051,17.54,6
177000,221.91,881.34,-0.054,0.075,1.024,17.24,6
177100,223.26,881.51,-0.065,0.072,0.886,17.43,6
177200,221.34,881.48,0.137,0.001,0.793,17.66,6
177300,220.36,881.59,0.035,0.024,0.973,17.29,6
177400,220.07,881.54,-0.037,-0.037,1.053,17.66,6
177500,218.6,881.72,0.001,0.026,1.105,17.92,6
177600,218.52,881.75,0.068,-0.014,1.098,17.77,6
177700,217.54,881.88,0.011,-0.003,0.876,17.31,6
177800,217.33,881.93,-0.006,-0.067,1.09,17.68,6
177900,216.43,882.11,0.044,0.016,0.995,17.58,6
178000,215.22,882.07,0.027,-0.005,1.01,17.65,6
178100,215.85,882.11,0.056,-0.002,0.925,17.48,6
178200,215.37,882.21,-0.041,-0.01,0.924,17.6,6
178300,213.68,882.36,0.044,-0.073,1.006,17.41,6
178400,212.78,882.42,0.021,0.088,0.931,17.38,6
178500,213.54,882.37,-0.056,0.035,1.002,17.68,6
178600,211.74,882.52,0.03,0.026,0.924,17.56,6
178700,209.8,882.52,0.002,0.006,0.921,17.6,6
178800,211.66,882.67,0.012,-0.013,0.877,17.81,6
178900,210.12,882.68,-0.067,-0.041,0.889,17.67,6
179000,208.28,882.77,-0.031,0.004,1.003,17.84,6
179100,208.86,882.8,0.117,0.048,1.072,17.68,6
179200,208.77,882.95,0.037,0.091,1.03,17.5,6
179300,207.33,882.94,-0.087,0.053,1.042,17.5,6
179400,206.53,883.02,0.11,0.107,1.049,17.61,6
179500,206.72,883.05,0.013,0.052,1.027,17.72,6
179600,206.05,883.13,-0.092,-0.106,0.855,17.71,6
179700,205.83,883.21,-0.084,-0.065,1.042,17.67,6
179800,204.51,883.28,0.015,-0.058,0.907,17.62,6
179900,203.38,883.43,-0.146,-0.009,1.223,17.78,6
180000,202.03,883.41,-0.066,0.028,0.85,17.84,6
180100,201.65,883.5,-0.05,0.04,1.007,17.48,6
180200,201.22,883.54,0.069,-0.036,0.889,17.95,6
180300,201.36,883.7,-0.046,-0.014,0.986,17.77,6
180300,201.36,883.7,-0.046,-0.014,0.986,17.77,6
180400,9999.0,883.73,0.039,-0.014,1.059,17.53,6
180500,200.05,883.72,0.041,0.024,0.946,17.67,6
180600,199.84,883.92,0.049,-0.043,1.043,17.82,6
180700,197.94,883.88,-0.057,0.044,0.942,17.62,6
180800,198.03,883.96,-0.01,-0.082,0.963,17.61,6
180900,196.98,884.09,0.114,-0.105,0.857,17.85,6
181000,197.0,884.12,0.038,0.045,0.883,17.52,6
181100,194.62,884.19,0.105,-0.048,0.961,17.39,6
